job_id,submit_time,real_iteration,model_name,ddl,batch_size,num_gpu,real_duration,duration,iteration
583,4944021,29245,resnet50,4948106,256,4,4724,4724,29245
584,4945235,35264,inception3,4949815,128,4,4519,4519,35264
585,4945241,33502,deepspeech2,4951523,32,4,4441,4441,33502
586,4950105,39994,deepspeech2,4969391,64,1,24998,24998,39994
587,4955329,65371,vgg16,4962728,256,4,14083,14083,65371
588,4959394,162872,inception3,5021531,128,1,63565,63565,162872
589,4959394,225745,bert,5036109,128,1,63147,63147,225745
590,4961281,89233,bert,4998046,128,1,24961,24961,89233
591,4961283,64705,vgg16,4982918,128,1,24652,24652,64705
592,4986899,1365149,vgg16,5084511,64,4,92521,92521,1365149
593,4986899,678180,inception3,5095933,128,4,86906,86906,678180
594,4993941,22672,deepspeech2,5006853,64,1,14171,14171,22672
595,4999439,22793,vgg16,5006521,128,1,8684,8684,22793
596,5006402,73314,deepspeech2,5026219,32,1,24251,24251,73314
597,5006913,164744,resnet50,5033820,64,1,24075,24075,164744
598,5008474,29586,gpt2,5012991,128,1,4048,4048,29586
599,5009189,680410,bert,5057188,128,4,80513,80513,680410
600,5009302,851296,bert,5089262,64,4,82201,82201,851296
601,5013472,392186,vgg16,5103833,256,4,84489,84489,392186
602,5022963,89609,resnet50,5028269,64,4,4897,4897,89609
603,5028303,56482,resnet50,5058159,256,1,30641,30641,56482
604,5028815,123456,gpt2,5057753,256,1,30131,30131,123456
605,5033338,1418759,bert,5268265,128,4,167882,167882,1418759
606,5060912,3026284,vgg16,5299086,64,4,205102,205102,3026284
607,5069252,170547,resnet50,5091005,64,1,24923,24923,170547
608,5069907,124905,vgg16,5095807,64,1,24719,24719,124905
609,5096136,1279836,vgg16,5191324,64,4,86739,86739,1279836
610,5109224,681866,vgg16,5189139,128,4,78189,78189,681866
611,5110027,2861695,resnet50,5258833,64,4,156386,156386,2861695
612,5110031,880392,resnet50,5192527,128,4,78437,78437,880392
613,5142942,6309,resnet50,5144595,128,1,1726,1726,6309
614,5202078,52093,inception3,5206189,64,4,4455,4455,52093
615,5202154,24288,deepspeech2,5204741,64,4,4624,4624,24288
616,5202794,114565,gpt2,5210639,256,4,10014,10014,114565
617,5202797,81247,resnet50,5208521,64,4,4440,4440,81247
618,5202844,1637759,inception3,5319150,128,4,209872,209872,1637759
619,5212571,39574,deepspeech2,5233933,64,1,24735,24735,39574
620,5212571,32486,vgg16,5235413,256,1,24730,24730,32486
621,5217024,64391,vgg16,5242136,128,1,24532,24532,64391
622,5217024,62627,inception3,5238686,128,1,24442,24442,62627
623,5218045,379895,bert,5295476,64,1,62994,62994,379895
624,5218046,191432,deepspeech2,5272864,32,1,63322,63322,191432
625,5221097,3109811,gpt2,5379792,128,4,186593,186593,3109811
626,5229011,2132712,inception3,5433045,64,4,182389,182389,2132712
627,5281170,27202,resnet50,5283976,256,4,4394,4394,27202
628,5300019,168166,resnet50,5318831,64,1,24575,24575,168166
629,5300411,127977,vgg16,5317108,64,1,25327,25327,127977
630,5302207,51333,gpt2,5307003,256,4,4487,4487,51333
631,5308693,175835,bert,5341508,64,1,29157,29157,175835
632,5308695,194915,resnet50,5330726,64,1,28484,28484,194915
633,5313532,84600,bert,5327495,128,1,23665,23665,84600
634,5313533,96930,gpt2,5339499,256,1,23657,23657,96930
635,5317383,74300,deepspeech2,5351784,32,1,24577,24577,74300
636,5320434,182896,gpt2,5353117,128,1,25024,25024,182896
637,5326064,31165,vgg16,5343403,256,1,23724,23724,31165
638,5326083,87337,resnet50,5361092,128,1,23893,23893,87337
639,5327676,990131,resnet50,5452572,128,4,88214,88214,990131
640,5371839,114885,inception3,5405583,64,1,23832,23832,114885
641,5371839,172079,gpt2,5383902,128,1,23544,23544,172079
642,5376990,806988,bert,5478777,128,4,95491,95491,806988
643,5377007,465982,deepspeech2,5484173,64,4,88712,88712,465982
644,5377437,468730,deepspeech2,5433068,64,4,89235,89235,468730
645,5391494,49772,resnet50,5413689,256,1,27001,27001,49772
646,5391494,69477,vgg16,5423501,128,1,26470,26470,69477
647,5395000,57498,resnet50,5410705,256,1,31192,31192,57498
648,5395001,41468,vgg16,5412153,256,1,31567,31567,41468
649,5441443,79008,vgg16,5476330,128,1,30101,30101,79008
650,5441570,39958,vgg16,5475784,256,1,30418,30418,39958
651,5454052,146623,vgg16,5469322,64,1,29017,29017,146623
652,5454357,213673,gpt2,5495383,128,1,29235,29235,213673
653,5465672,32765,vgg16,5489317,256,1,24942,24942,32765
654,5465993,65314,vgg16,5487068,128,1,24884,24884,65314
655,5472497,182603,gpt2,5488855,128,1,24984,24984,182603
656,5472498,180477,gpt2,5485209,128,1,24693,24693,180477
657,5473262,33541,vgg16,5506127,256,1,25533,25533,33541
658,5477249,65692,vgg16,5500561,128,1,25028,25028,65692
659,5530356,1743283,resnet50,5635579,64,4,95267,95267,1743283
660,5530424,1018046,resnet50,5656593,128,4,90701,90701,1018046
661,5606601,1408084,gpt2,5659504,128,4,84487,84487,1408084
662,5633391,71790,deepspeech2,5656400,32,1,23747,23747,71790
663,5633502,93990,resnet50,5653874,128,1,25713,25713,93990
664,5762912,62837,vgg16,5775552,128,1,23940,23940,62837
665,5762914,37783,deepspeech2,5785387,64,1,23616,23616,37783
666,5830938,87414,resnet50,5857820,128,1,23914,23914,87414
667,5830939,121413,vgg16,5850681,64,1,24028,24028,121413
668,5833126,91439,resnet50,5866036,128,1,25015,25015,91439
669,5833143,64090,inception3,5862426,128,1,25013,25013,64090
670,5867365,779302,bert,5982862,128,4,92215,92215,779302
671,5867383,652919,deepspeech2,5932198,32,4,86549,86549,652919
672,5869646,1620680,resnet50,5955097,64,4,88567,88567,1620680
673,5869869,1009684,inception3,5974072,64,4,86348,86348,1009684
674,5987096,55365,vgg16,6000689,64,1,10957,10957,55365
675,5987750,32913,deepspeech2,5994286,32,1,10887,10887,32913
676,5999106,10771,bert,6000941,128,1,3013,3013,10771
677,6000093,814376,bert,6045040,64,4,78636,78636,814376
678,6000849,511534,resnet50,6056717,256,4,82628,82628,511534
679,6003339,933983,inception3,6056656,64,4,79874,79874,933983
680,6007600,99600,vgg16,6026437,64,1,19711,19711,99600
681,6008657,130147,gpt2,6049097,256,1,31764,31764,130147
682,6009718,50600,inception3,6036277,128,1,19748,19748,50600
683,6010074,120685,bert,6027179,64,1,20012,20012,120685
684,6019535,51839,resnet50,6057301,256,1,28122,28122,51839
685,6024171,28586,vgg16,6034140,128,1,10891,10891,28586
686,6024179,76388,resnet50,6040305,64,1,11163,11163,76388
687,6043848,2717285,vgg16,6216145,64,4,184160,184160,2717285
688,6048024,2793385,gpt2,6144252,128,4,167607,167607,2793385
689,6049141,136667,resnet50,6075563,64,1,19972,19972,136667
690,6049141,136011,resnet50,6068853,64,1,19876,19876,136011
691,6057524,58511,vgg16,6088948,128,1,22292,22292,58511
692,6057548,149546,resnet50,6079525,64,1,21854,21854,149546
693,6060604,71075,inception3,6091545,128,1,27739,27739,71075
694,6060811,132306,bert,6092109,64,1,21939,21939,132306
695,6069134,850013,vgg16,6256252,256,4,183119,183119,850013
696,6069250,2037195,gpt2,6160346,256,4,178069,178069,2037195
697,6083650,3128444,gpt2,6358615,128,4,187711,187711,3128444
698,6086175,60703,inception3,6106091,128,1,23691,23691,60703
699,6086314,31355,vgg16,6106355,256,1,23869,23869,31355
700,6115474,1141288,resnet50,6271002,256,4,184352,184352,1141288
701,6127246,767685,resnet50,6235133,256,4,124004,124004,767685
702,6133054,3083095,gpt2,6341300,128,4,184990,184990,3083095
703,6133139,1621632,bert,6254427,128,4,191888,191888,1621632
704,6134724,2701408,vgg16,6252163,64,4,183084,183084,2701408
705,6134728,1882171,bert,6385106,64,4,181742,181742,1882171
706,6175066,89790,deepspeech2,6219457,32,1,29701,29701,89790
707,6175069,176657,inception3,6214318,64,1,36646,36646,176657
708,6184166,40474,deepspeech2,6205747,64,1,25298,25298,40474
709,6184167,46637,resnet50,6207430,256,1,25300,25300,46637
710,6185771,228740,resnet50,6204697,64,1,33427,33427,228740
711,6186011,120660,bert,6214293,128,1,33752,33752,120660
712,6186475,123595,bert,6236588,128,1,34573,34573,123595
713,6186678,174682,vgg16,6235102,64,1,34570,34570,174682
714,6205706,2072773,resnet50,6398664,128,4,184670,184670,2072773
715,6210317,2652407,vgg16,6355271,64,4,179763,179763,2652407
716,6210513,3257190,resnet50,6452456,64,4,177999,177999,3257190
717,6311058,2785128,vgg16,6538263,64,4,188758,188758,2785128
718,6311061,2943815,gpt2,6554515,128,4,176633,176633,2943815
719,6391532,1674375,vgg16,6617052,128,4,191999,191999,1674375
720,6419521,3605543,gpt2,6685768,128,2,301822,301822,3605543
721,6419769,54022,inception3,6426594,64,4,4620,4620,54022
722,6419775,68537,vgg16,6424767,64,4,4645,4645,68537
723,6429910,79142,vgg16,6512078,256,1,60246,60246,79142
724,6429919,406835,resnet50,6478834,64,1,59453,59453,406835
725,6430165,169370,resnet50,6447197,64,1,24751,24751,169370
726,6430228,2115693,gpt2,6721743,256,2,303990,303990,2115693
727,6430422,40709,deepspeech2,6455668,64,1,25445,25445,40709
728,6432576,180675,resnet50,6450163,64,1,26403,26403,180675
729,6432578,97934,resnet50,6450663,128,1,26792,26792,97934
730,6437336,95182,deepspeech2,6509385,64,1,59492,59492,95182
731,6437338,404324,resnet50,6504733,64,1,59086,59086,404324
732,6441054,92427,gpt2,6471708,256,1,22558,22558,92427
733,6441059,130893,vgg16,6478037,64,1,25904,25904,130893
734,6447826,91093,deepspeech2,6476433,32,1,30132,30132,91093
735,6448012,152591,vgg16,6476082,64,1,30198,30198,152591
736,6449212,210455,resnet50,6483501,64,1,30755,30755,210455
737,6449433,127992,gpt2,6473254,256,1,31238,31238,127992
738,6462101,1537748,gpt2,6524585,128,4,92267,92267,1537748
739,6462106,1048817,gpt2,6532062,256,4,91676,91676,1048817
740,6462488,2349340,inception3,6630966,64,4,200915,200915,2349340
741,6462515,2743298,vgg16,6676496,64,4,185923,185923,2743298
742,6468018,25059,vgg16,6478131,256,1,19076,19076,25059
743,6468018,129893,resnet50,6480751,64,1,18982,18982,129893
744,6468333,1537165,bert,6663423,128,4,181893,181893,1537165
745,6479542,25031,vgg16,6503917,256,1,19055,19055,25031
746,6479711,66677,resnet50,6492683,128,1,18241,18241,66677
747,6479879,3356352,resnet50,6581656,64,4,183418,183418,3356352
748,6481379,3164560,gpt2,6618795,128,4,189878,189878,3164560
749,6481700,138509,gpt2,6496090,128,1,18951,18951,138509
750,6481700,130098,resnet50,6496067,64,1,19012,19012,130098
751,6481867,3175610,gpt2,6580522,128,4,190541,190541,3175610
752,6487491,57398,bert,6491475,128,4,6792,6792,57398
753,6487495,70060,bert,6491536,64,4,6765,6765,70060
754,6490265,53052,inception3,6493352,64,4,4537,4537,53052
755,6492062,3048655,resnet50,6736359,64,4,166603,166603,3048655
756,6492146,39930,bert,6497662,128,4,4725,4725,39930
757,6497214,17587,deepspeech2,6507689,64,1,10993,10993,17587
758,6497218,41510,resnet50,6504078,128,1,11356,11356,41510
759,6497664,69828,deepspeech2,6525741,32,1,23098,23098,69828
760,6497668,109202,inception3,6517452,64,1,22653,22653,109202
761,6499108,17563,deepspeech2,6507947,64,1,10978,10978,17563
762,6499715,41286,resnet50,6509185,256,4,6669,6669,41286
763,6499717,51374,deepspeech2,6508121,32,4,6810,6810,51374
764,6502024,30176,vgg16,6506812,256,4,6501,6501,30176
765,6502676,82086,inception3,6506573,64,4,7020,7020,82086
766,6502825,46012,bert,6508553,64,4,4443,4443,46012
767,6502828,75914,gpt2,6506601,128,4,4555,4555,75914
768,6505275,44173,gpt2,6511699,256,1,10781,10781,44173
769,6505283,44099,gpt2,6518102,256,1,10763,10763,44099
770,6505455,28221,inception3,6513581,128,1,11014,11014,28221
771,6512847,617787,deepspeech2,6616384,32,4,81892,81892,617787
772,6512848,1375385,gpt2,6627979,128,4,82525,82525,1375385
773,6521844,924847,bert,6605960,64,4,89303,89303,924847
774,6521855,755699,bert,6613244,128,4,89422,89422,755699
775,6532476,948007,resnet50,6629882,128,4,84461,84461,948007
776,6532776,633512,inception3,6589119,128,4,81182,81182,633512
777,6533296,829776,bert,6586240,64,4,80123,80123,829776
778,6534514,33932,resnet50,6559683,256,1,18408,18408,33932
779,6534515,66482,bert,6554341,128,1,18597,18597,66482
780,6534656,87053,vgg16,6552451,64,1,17228,17228,87053
781,6534657,61771,bert,6545857,128,1,17279,17279,61771
782,6535080,81444,inception3,6557398,64,1,16895,16895,81444
783,6535081,100766,bert,6555297,64,1,16709,16709,100766
784,6538909,53620,bert,6561311,128,1,14999,14999,53620
785,6538910,61287,gpt2,6549163,256,1,14958,14958,61287
786,6552690,70690,resnet50,6561614,128,4,6298,6298,70690
787,6552894,103742,vgg16,6559697,64,4,7031,7031,103742
788,6553670,39194,resnet50,6560078,256,4,6331,6331,39194
789,6554537,112814,gpt2,6559122,128,4,6769,6769,112814
790,6555338,48842,inception3,6563104,128,4,6259,6259,48842
791,6557206,51736,bert,6566022,128,4,6122,6122,51736
792,6572542,44705,deepspeech2,6578749,32,4,5926,5926,44705
793,6574419,82560,gpt2,6591342,128,1,11296,11296,82560
794,6574426,41020,resnet50,6589201,128,1,11222,11222,41020
795,6574833,56467,vgg16,6588428,64,1,11175,11175,56467
796,6577600,58879,bert,6599573,128,1,16470,16470,58879
797,6577605,84506,vgg16,6595235,64,1,16724,16724,84506
798,6577816,113333,resnet50,6598753,64,1,16562,16562,113333
799,6577820,43718,vgg16,6588657,128,1,16656,16656,43718
800,6581489,155631,inception3,6640675,128,1,60739,60739,155631
801,6583588,442679,resnet50,6648111,64,1,64691,64691,442679
802,6584791,633752,resnet50,6847361,256,2,183770,183770,633752
803,6591789,182831,deepspeech2,6653877,32,1,60477,60477,182831
804,6591790,150788,inception3,6646260,128,1,58849,58849,150788
805,6631279,1211476,vgg16,6737488,64,4,82106,82106,1211476
806,6636792,900549,gpt2,6678081,256,4,78716,78716,900549
807,6642379,65910,vgg16,6646637,64,4,4467,4467,65910
808,6643842,86491,bert,6659802,128,1,24194,24194,86491
809,6644171,85333,bert,6678194,128,1,23870,23870,85333
810,6648404,76814,gpt2,6651005,128,4,4609,4609,76814
811,6650154,492720,resnet50,6716709,256,4,79589,79589,492720
812,6650792,37353,bert,6657232,128,4,4420,4420,37353
813,6652401,47638,bert,6659142,64,4,4600,4600,47638
814,6659693,278758,gpt2,6696137,256,4,24366,24366,278758
815,6668807,722292,bert,6795451,128,4,85469,85469,722292
816,6671391,170325,gpt2,6695320,128,1,23304,23304,170325
817,6677852,82657,vgg16,6690819,64,1,16358,16358,82657
818,6677854,42646,inception3,6701097,128,1,16644,16644,42646
819,6688327,1581740,resnet50,6737837,64,4,86439,86439,1581740
820,6695125,29652,vgg16,6701052,256,4,6388,6388,29652
821,6697676,50793,deepspeech2,6705651,32,4,6733,6733,50793
822,6719753,952508,resnet50,6845939,128,4,84862,84862,952508
823,6726597,38570,bert,6730658,128,4,4564,4564,38570
824,6727697,38840,bert,6730219,128,4,4596,4596,38840
825,6871624,113415,resnet50,6888283,64,1,16574,16574,113415
826,6871627,42390,inception3,6892566,128,1,16544,16544,42390
827,6888749,50016,deepspeech2,6894323,32,4,6630,6630,50016
828,6890032,58638,vgg16,6896469,128,4,6724,6724,58638
829,6922653,29584,inception3,6928411,64,1,6137,6137,29584
830,6922772,4535,inception3,6924969,128,1,1770,1770,4535
831,6922772,4957,deepspeech2,6923877,32,1,1640,1640,4957
832,6925547,11211,resnet50,6926829,64,2,947,947,11211
833,6925550,3372,vgg16,6927544,256,2,1337,1337,3372
834,6928879,16169,bert,6932453,128,2,2847,2847,16169
835,6951540,111655,inception3,6963186,64,1,23162,23162,111655
836,6975081,22281,resnet50,6976998,128,2,3366,3366,22281
837,6980890,14678,resnet50,6990145,256,1,7963,7963,14678
838,6986209,111242,vgg16,7005918,64,1,22015,22015,111242
839,6986210,87371,gpt2,6999798,256,1,21324,21324,87371
840,7008630,905512,bert,7066450,64,4,87436,87436,905512
841,7012292,8414,inception3,7015164,128,1,3284,3284,8414
842,7017171,22883,gpt2,7019070,128,1,3131,3131,22883
843,7029788,2126,vgg16,7031242,256,1,1619,1619,2126
844,7029788,5903,resnet50,7030675,128,1,1615,1615,5903
845,7030589,2002,vgg16,7031847,256,1,1524,1524,2002
846,7031494,7718,resnet50,7032586,128,2,1166,1166,7718
847,7031495,5549,inception3,7032257,128,2,1191,1191,5549
848,7034133,8991,bert,7036271,64,1,1491,1491,8991
849,7048263,2747,deepspeech2,7050454,64,1,1717,1717,2747
850,7053431,31998,deepspeech2,7069409,64,1,20000,20000,31998
851,7053433,32014,deepspeech2,7067934,64,1,20010,20010,32014
852,7072848,129964,inception3,7100480,64,1,26960,26960,129964
853,7072849,180572,resnet50,7101238,64,1,26388,26388,180572
854,7096433,33892,deepspeech2,7112983,64,1,21184,21184,33892
855,7096437,90973,gpt2,7118618,256,1,22203,22203,90973
856,7130172,9025,resnet50,7132063,64,1,1319,1319,9025
857,7337415,1584667,gpt2,7488567,256,4,138514,138514,1584667
858,7337591,1620098,gpt2,7429658,256,4,141611,141611,1620098
859,7364538,109331,vgg16,7372596,64,2,12100,12100,109331
860,7364539,67732,bert,7379623,128,2,11926,11926,67732
861,7742218,68052,inception3,7763282,128,1,26559,26559,68052
862,7742218,49164,resnet50,7765394,256,1,26671,26671,49164
863,7770158,55628,resnet50,7775079,64,2,4699,4699,55628
864,7770158,31012,resnet50,7772939,128,2,4685,4685,31012
865,7772019,7635,vgg16,7772790,64,1,1511,1511,7635
866,7774433,5413,resnet50,7776209,128,1,1481,1481,5413
867,7774723,4652,deepspeech2,7776771,32,1,1539,1539,4652
868,7781473,924370,gpt2,7880128,128,1,126473,126473,924370
869,7781473,610351,inception3,7903624,64,1,126612,126612,610351
870,7781994,169207,resnet50,7836090,256,1,91792,91792,169207
871,7781996,228244,inception3,7860128,128,1,89078,89078,228244
872,7782507,5369,bert,7784066,128,1,1502,1502,5369
873,7858722,147488,vgg16,7907402,128,1,56191,56191,147488
874,7874425,82596,inception3,7881726,64,2,10085,10085,82596
875,7910536,11701,resnet50,7912960,64,1,1710,1710,11701
